date,claim_type,region,claim_count,avg_handle_time_min,weather_event,day_of_week,month,week_of_year
2022-10-03,auto_collision,west,77,52.4,0,Monday,10,40
2022-10-03,auto_liability,west,110,54.6,0,Monday,10,40
2022-10-03,property_damage,midwest,167,43.3,0,Monday,10,40
2022-10-03,weather_event,midwest,0,64.1,0,Monday,10,40
2022-10-04,auto_collision,south,136,46.9,0,Tuesday,10,40
2022-10-04,auto_liability,west,108,65.9,0,Tuesday,10,40
2022-10-04,property_damage,midwest,47,63.7,0,Tuesday,10,40
2022-10-04,weather_event,northeast,23,68.3,0,Tuesday,10,40
2022-10-05,auto_collision,south,91,44.4,0,Wednesday,10,40
2022-10-05,auto_liability,south,93,65.3,0,Wednesday,10,40
2022-10-05,property_damage,northeast,73,58.7,0,Wednesday,10,40
2022-10-05,weather_event,northeast,24,66.1,0,Wednesday,10,40
2022-10-06,auto_collision,northeast,97,41.1,0,Thursday,10,40
2022-10-06,auto_liability,west,41,58.6,0,Thursday,10,40
2022-10-06,property_damage,midwest,61,57.5,0,Thursday,10,40
2022-10-06,weather_event,west,117,76.3,0,Thursday,10,40
2022-10-07,auto_collision,midwest,103,37.5,0,Friday,10,40
2022-10-07,auto_liability,midwest,128,63.9,0,Friday,10,40
2022-10-07,property_damage,south,17,48.5,0,Friday,10,40
2022-10-07,weather_event,south,75,80.1,0,Friday,10,40
2022-10-08,auto_collision,west,76,45.1,0,Saturday,10,40
2022-10-08,auto_liability,northeast,97,72.0,0,Saturday,10,40
2022-10-08,property_damage,south,12,52.6,0,Saturday,10,40
2022-10-08,weather_event,northeast,6,76.1,0,Saturday,10,40
2022-10-09,auto_collision,northeast,65,46.8,0,Sunday,10,40
2022-10-09,auto_liability,midwest,42,50.9,0,Sunday,10,40
2022-10-09,property_damage,west,23,53.7,0,Sunday,10,40
2022-10-09,weather_event,south,22,93.8,0,Sunday,10,40
2022-10-10,auto_collision,west,89,45.5,0,Monday,10,41
2022-10-10,auto_liability,midwest,126,59.1,0,Monday,10,41
2022-10-10,property_damage,northeast,95,57.7,0,Monday,10,41
2022-10-10,weather_event,northeast,9,68.4,0,Monday,10,41
2022-10-11,auto_collision,south,167,45.4,0,Tuesday,10,41
2022-10-11,auto_liability,south,88,59.0,0,Tuesday,10,41
2022-10-11,property_damage,northeast,40,48.5,0,Tuesday,10,41
2022-10-11,weather_event,west,5,76.5,0,Tuesday,10,41
2022-10-12,auto_collision,west,212,41.7,0,Wednesday,10,41
2022-10-12,auto_liability,west,61,68.7,0,Wednesday,10,41
2022-10-12,property_damage,midwest,28,53.4,0,Wednesday,10,41
2022-10-12,weather_event,west,0,82.9,0,Wednesday,10,41
2022-10-13,auto_collision,midwest,112,49.2,0,Thursday,10,41
2022-10-13,auto_liability,northeast,35,68.4,0,Thursday,10,41
2022-10-13,property_damage,west,90,53.4,0,Thursday,10,41
2022-10-13,weather_event,south,45,70.9,0,Thursday,10,41
2022-10-14,auto_collision,midwest,102,37.2,0,Friday,10,41
2022-10-14,auto_liability,northeast,24,62.0,0,Friday,10,41
2022-10-14,property_damage,midwest,85,62.1,0,Friday,10,41
2022-10-14,weather_event,west,70,76.1,0,Friday,10,41
2022-10-15,auto_collision,northeast,76,38.3,0,Saturday,10,41
2022-10-15,auto_liability,south,47,59.3,0,Saturday,10,41
2022-10-15,property_damage,west,54,50.8,0,Saturday,10,41
2022-10-15,weather_event,northeast,3,78.7,0,Saturday,10,41
2022-10-16,auto_collision,northeast,63,45.3,0,Sunday,10,41
2022-10-16,auto_liability,south,28,54.1,0,Sunday,10,41
2022-10-16,property_damage,northeast,36,57.1,0,Sunday,10,41
2022-10-16,weather_event,west,16,75.5,0,Sunday,10,41
2022-10-17,auto_collision,south,94,43.8,0,Monday,10,42
2022-10-17,auto_liability,west,65,56.3,0,Monday,10,42
2022-10-17,property_damage,south,60,53.0,0,Monday,10,42
2022-10-17,weather_event,south,85,84.3,0,Monday,10,42
2022-10-18,auto_collision,south,148,49.6,0,Tuesday,10,42
2022-10-18,auto_liability,midwest,49,69.1,0,Tuesday,10,42
2022-10-18,property_damage,south,111,62.1,0,Tuesday,10,42
2022-10-18,weather_event,midwest,7,84.8,0,Tuesday,10,42
2022-10-19,auto_collision,midwest,96,39.5,0,Wednesday,10,42
2022-10-19,auto_liability,midwest,80,65.4,0,Wednesday,10,42
2022-10-19,property_damage,south,84,51.3,0,Wednesday,10,42
2022-10-19,weather_event,midwest,18,66.3,0,Wednesday,10,42
2022-10-20,auto_collision,northeast,273,48.1,1,Thursday,10,42
2022-10-20,auto_liability,west,140,61.0,1,Thursday,10,42
2022-10-20,property_damage,south,158,43.0,1,Thursday,10,42
2022-10-20,weather_event,south,101,75.2,1,Thursday,10,42
2022-10-21,auto_collision,west,74,44.5,0,Friday,10,42
2022-10-21,auto_liability,midwest,86,56.8,0,Friday,10,42
2022-10-21,property_damage,midwest,15,58.8,0,Friday,10,42
2022-10-21,weather_event,south,137,87.0,0,Friday,10,42
2022-10-22,auto_collision,northeast,126,34.0,0,Saturday,10,42
2022-10-22,auto_liability,south,22,66.9,0,Saturday,10,42
2022-10-22,property_damage,northeast,43,65.1,0,Saturday,10,42
2022-10-22,weather_event,northeast,12,79.2,0,Saturday,10,42
2022-10-23,auto_collision,south,43,48.7,0,Sunday,10,42
2022-10-23,auto_liability,south,5,62.2,0,Sunday,10,42
2022-10-23,property_damage,west,31,48.4,0,Sunday,10,42
2022-10-23,weather_event,west,36,102.0,0,Sunday,10,42
2022-10-24,auto_collision,west,29,46.1,0,Monday,10,43
2022-10-24,auto_liability,west,7,52.0,0,Monday,10,43
2022-10-24,property_damage,west,250,50.0,0,Monday,10,43
2022-10-24,weather_event,south,0,87.9,0,Monday,10,43
2022-10-25,auto_collision,midwest,129,41.9,0,Tuesday,10,43
2022-10-25,auto_liability,south,25,69.0,0,Tuesday,10,43
2022-10-25,property_damage,northeast,49,61.8,0,Tuesday,10,43
2022-10-25,weather_event,west,85,79.6,0,Tuesday,10,43
2022-10-26,auto_collision,midwest,28,34.8,0,Wednesday,10,43
2022-10-26,auto_liability,west,223,66.4,0,Wednesday,10,43
2022-10-26,property_damage,midwest,18,61.5,0,Wednesday,10,43
2022-10-26,weather_event,northeast,18,67.6,0,Wednesday,10,43
2022-10-27,auto_collision,west,36,43.3,0,Thursday,10,43
2022-10-27,auto_liability,midwest,192,57.4,0,Thursday,10,43
2022-10-27,property_damage,midwest,42,64.7,0,Thursday,10,43
2022-10-27,weather_event,west,13,78.9,0,Thursday,10,43
2022-10-28,auto_collision,west,169,48.0,0,Friday,10,43
2022-10-28,auto_liability,west,35,59.8,0,Friday,10,43
2022-10-28,property_damage,south,95,56.4,0,Friday,10,43
2022-10-28,weather_event,midwest,12,79.5,0,Friday,10,43
2022-10-29,auto_collision,midwest,15,55.0,0,Saturday,10,43
2022-10-29,auto_liability,midwest,140,56.9,0,Saturday,10,43
2022-10-29,property_damage,northeast,29,52.8,0,Saturday,10,43
2022-10-29,weather_event,midwest,12,52.0,0,Saturday,10,43
2022-10-30,auto_collision,south,42,41.8,0,Sunday,10,43
2022-10-30,auto_liability,south,28,54.8,0,Sunday,10,43
2022-10-30,property_damage,west,76,64.5,0,Sunday,10,43
2022-10-30,weather_event,midwest,0,62.5,0,Sunday,10,43
2022-10-31,auto_collision,west,97,45.0,0,Monday,10,44
2022-10-31,auto_liability,west,82,64.7,0,Monday,10,44
2022-10-31,property_damage,west,77,52.9,0,Monday,10,44
2022-10-31,weather_event,west,38,81.5,0,Monday,10,44
2022-11-01,auto_collision,south,76,41.4,0,Tuesday,11,44
2022-11-01,auto_liability,west,61,60.7,0,Tuesday,11,44
2022-11-01,property_damage,south,120,60.2,0,Tuesday,11,44
2022-11-01,weather_event,northeast,23,69.9,0,Tuesday,11,44
2022-11-02,auto_collision,northeast,140,48.8,0,Wednesday,11,44
2022-11-02,auto_liability,west,16,57.8,0,Wednesday,11,44
2022-11-02,property_damage,midwest,98,54.0,0,Wednesday,11,44
2022-11-02,weather_event,midwest,5,71.6,0,Wednesday,11,44
2022-11-03,auto_collision,south,41,43.6,0,Thursday,11,44
2022-11-03,auto_liability,midwest,56,65.7,0,Thursday,11,44
2022-11-03,property_damage,west,107,51.1,0,Thursday,11,44
2022-11-03,weather_event,midwest,53,80.1,0,Thursday,11,44
2022-11-04,auto_collision,west,87,48.7,0,Friday,11,44
2022-11-04,auto_liability,midwest,55,56.6,0,Friday,11,44
2022-11-04,property_damage,west,78,55.6,0,Friday,11,44
2022-11-04,weather_event,south,69,81.2,0,Friday,11,44
2022-11-05,auto_collision,northeast,89,56.9,0,Saturday,11,44
2022-11-05,auto_liability,midwest,56,48.9,0,Saturday,11,44
2022-11-05,property_damage,west,29,67.8,0,Saturday,11,44
2022-11-05,weather_event,south,11,75.0,0,Saturday,11,44
2022-11-06,auto_collision,west,85,41.5,0,Sunday,11,44
2022-11-06,auto_liability,midwest,21,54.0,0,Sunday,11,44
2022-11-06,property_damage,south,29,62.0,0,Sunday,11,44
2022-11-06,weather_event,northeast,15,79.8,0,Sunday,11,44
2022-11-07,auto_collision,south,135,46.2,0,Monday,11,45
2022-11-07,auto_liability,west,56,52.7,0,Monday,11,45
2022-11-07,property_damage,west,29,57.2,0,Monday,11,45
2022-11-07,weather_event,midwest,74,74.2,0,Monday,11,45
2022-11-08,auto_collision,south,83,46.6,0,Tuesday,11,45
2022-11-08,auto_liability,west,132,47.5,0,Tuesday,11,45
2022-11-08,property_damage,midwest,76,60.9,0,Tuesday,11,45
2022-11-08,weather_event,west,2,67.1,0,Tuesday,11,45
2022-11-09,auto_collision,midwest,152,51.9,0,Wednesday,11,45
2022-11-09,auto_liability,south,33,60.1,0,Wednesday,11,45
2022-11-09,property_damage,northeast,48,50.5,0,Wednesday,11,45
2022-11-09,weather_event,south,2,72.1,0,Wednesday,11,45
2022-11-10,auto_collision,northeast,38,48.1,0,Thursday,11,45
2022-11-10,auto_liability,midwest,116,67.1,0,Thursday,11,45
2022-11-10,property_damage,west,93,67.2,0,Thursday,11,45
2022-11-10,weather_event,northeast,2,78.9,0,Thursday,11,45
2022-11-11,auto_collision,west,99,44.3,0,Friday,11,45
2022-11-11,auto_liability,south,53,66.8,0,Friday,11,45
2022-11-11,property_damage,midwest,133,44.3,0,Friday,11,45
2022-11-11,weather_event,south,3,88.4,0,Friday,11,45
2022-11-12,auto_collision,northeast,85,43.8,0,Saturday,11,45
2022-11-12,auto_liability,south,72,63.7,0,Saturday,11,45
2022-11-12,property_damage,south,1,63.4,0,Saturday,11,45
2022-11-12,weather_event,midwest,7,71.3,0,Saturday,11,45
2022-11-13,auto_collision,west,31,32.8,0,Sunday,11,45
2022-11-13,auto_liability,northeast,37,70.4,0,Sunday,11,45
2022-11-13,property_damage,west,27,46.9,0,Sunday,11,45
2022-11-13,weather_event,west,6,72.9,0,Sunday,11,45
2022-11-14,auto_collision,south,52,45.6,0,Monday,11,46
2022-11-14,auto_liability,west,87,61.4,0,Monday,11,46
2022-11-14,property_damage,northeast,124,58.1,0,Monday,11,46
2022-11-14,weather_event,south,18,80.1,0,Monday,11,46
2022-11-15,auto_collision,northeast,64,38.6,0,Tuesday,11,46
2022-11-15,auto_liability,midwest,107,59.2,0,Tuesday,11,46
2022-11-15,property_damage,northeast,38,52.5,0,Tuesday,11,46
2022-11-15,weather_event,northeast,51,79.3,0,Tuesday,11,46
2022-11-16,auto_collision,west,140,49.2,0,Wednesday,11,46
2022-11-16,auto_liability,midwest,89,59.2,0,Wednesday,11,46
2022-11-16,property_damage,northeast,17,52.5,0,Wednesday,11,46
2022-11-16,weather_event,west,11,76.8,0,Wednesday,11,46
2022-11-17,auto_collision,midwest,20,51.3,0,Thursday,11,46
2022-11-17,auto_liability,west,75,57.3,0,Thursday,11,46
2022-11-17,property_damage,south,155,56.9,0,Thursday,11,46
2022-11-17,weather_event,south,9,79.7,0,Thursday,11,46
2022-11-18,auto_collision,west,119,48.3,0,Friday,11,46
2022-11-18,auto_liability,northeast,148,69.6,0,Friday,11,46
2022-11-18,property_damage,northeast,43,57.3,0,Friday,11,46
2022-11-18,weather_event,midwest,0,61.8,0,Friday,11,46
2022-11-19,auto_collision,midwest,47,47.3,0,Saturday,11,46
2022-11-19,auto_liability,northeast,31,63.4,0,Saturday,11,46
2022-11-19,property_damage,south,94,51.0,0,Saturday,11,46
2022-11-19,weather_event,northeast,12,64.7,0,Saturday,11,46
2022-11-20,auto_collision,west,75,48.9,0,Sunday,11,46
2022-11-20,auto_liability,south,21,61.0,0,Sunday,11,46
2022-11-20,property_damage,northeast,40,50.7,0,Sunday,11,46
2022-11-20,weather_event,west,0,79.2,0,Sunday,11,46
2022-11-21,auto_collision,west,170,42.7,0,Monday,11,47
2022-11-21,auto_liability,midwest,66,50.7,0,Monday,11,47
2022-11-21,property_damage,south,43,56.0,0,Monday,11,47
2022-11-21,weather_event,south,15,69.5,0,Monday,11,47
2022-11-22,auto_collision,west,106,44.3,0,Tuesday,11,47
2022-11-22,auto_liability,west,34,64.1,0,Tuesday,11,47
2022-11-22,property_damage,west,107,49.3,0,Tuesday,11,47
2022-11-22,weather_event,northeast,0,83.6,0,Tuesday,11,47
2022-11-23,auto_collision,south,42,42.7,0,Wednesday,11,47
2022-11-23,auto_liability,south,121,61.5,0,Wednesday,11,47
2022-11-23,property_damage,midwest,17,44.1,0,Wednesday,11,47
2022-11-23,weather_event,midwest,74,80.5,0,Wednesday,11,47
2022-11-24,auto_collision,south,141,39.3,0,Thursday,11,47
2022-11-24,auto_liability,south,21,63.0,0,Thursday,11,47
2022-11-24,property_damage,northeast,36,44.3,0,Thursday,11,47
2022-11-24,weather_event,west,49,74.9,0,Thursday,11,47
2022-11-25,auto_collision,west,116,49.2,1,Friday,11,47
2022-11-25,auto_liability,midwest,110,57.0,1,Friday,11,47
2022-11-25,property_damage,midwest,22,57.8,1,Friday,11,47
2022-11-25,weather_event,south,11,89.5,1,Friday,11,47
2022-11-26,auto_collision,south,76,47.2,0,Saturday,11,47
2022-11-26,auto_liability,northeast,35,57.9,0,Saturday,11,47
2022-11-26,property_damage,northeast,23,48.7,0,Saturday,11,47
2022-11-26,weather_event,northeast,25,67.2,0,Saturday,11,47
2022-11-27,auto_collision,midwest,47,40.4,0,Sunday,11,47
2022-11-27,auto_liability,south,17,67.3,0,Sunday,11,47
2022-11-27,property_damage,west,43,54.3,0,Sunday,11,47
2022-11-27,weather_event,west,35,72.8,0,Sunday,11,47
2022-11-28,auto_collision,west,83,42.7,0,Monday,11,48
2022-11-28,auto_liability,west,44,62.9,0,Monday,11,48
2022-11-28,property_damage,south,112,51.2,0,Monday,11,48
2022-11-28,weather_event,south,14,73.3,0,Monday,11,48
2022-11-29,auto_collision,west,101,49.5,0,Tuesday,11,48
2022-11-29,auto_liability,northeast,69,56.0,0,Tuesday,11,48
2022-11-29,property_damage,south,70,50.0,0,Tuesday,11,48
2022-11-29,weather_event,midwest,0,78.1,0,Tuesday,11,48
2022-11-30,auto_collision,west,31,41.2,0,Wednesday,11,48
2022-11-30,auto_liability,south,150,62.2,0,Wednesday,11,48
2022-11-30,property_damage,midwest,17,49.4,0,Wednesday,11,48
2022-11-30,weather_event,south,69,83.9,0,Wednesday,11,48
2022-12-01,auto_collision,south,42,53.0,0,Thursday,12,48
2022-12-01,auto_liability,midwest,93,55.1,0,Thursday,12,48
2022-12-01,property_damage,west,11,62.8,0,Thursday,12,48
2022-12-01,weather_event,midwest,83,85.2,0,Thursday,12,48
2022-12-02,auto_collision,south,65,47.3,0,Friday,12,48
2022-12-02,auto_liability,midwest,122,59.2,0,Friday,12,48
2022-12-02,property_damage,northeast,66,58.2,0,Friday,12,48
2022-12-02,weather_event,south,13,75.4,0,Friday,12,48
2022-12-03,auto_collision,northeast,82,36.9,0,Saturday,12,48
2022-12-03,auto_liability,south,26,60.1,0,Saturday,12,48
2022-12-03,property_damage,south,68,53.0,0,Saturday,12,48
2022-12-03,weather_event,midwest,4,79.9,0,Saturday,12,48
2022-12-04,auto_collision,south,42,52.5,0,Sunday,12,48
2022-12-04,auto_liability,south,57,53.8,0,Sunday,12,48
2022-12-04,property_damage,west,24,53.9,0,Sunday,12,48
2022-12-04,weather_event,midwest,8,71.3,0,Sunday,12,48
2022-12-05,auto_collision,west,86,42.7,0,Monday,12,49
2022-12-05,auto_liability,west,101,59.6,0,Monday,12,49
2022-12-05,property_damage,west,24,61.4,0,Monday,12,49
2022-12-05,weather_event,midwest,82,82.6,0,Monday,12,49
2022-12-06,auto_collision,south,95,47.3,0,Tuesday,12,49
2022-12-06,auto_liability,northeast,47,59.8,0,Tuesday,12,49
2022-12-06,property_damage,northeast,89,63.1,0,Tuesday,12,49
2022-12-06,weather_event,northeast,14,61.1,0,Tuesday,12,49
2022-12-07,auto_collision,west,113,45.0,0,Wednesday,12,49
2022-12-07,auto_liability,south,31,49.0,0,Wednesday,12,49
2022-12-07,property_damage,northeast,70,56.1,0,Wednesday,12,49
2022-12-07,weather_event,west,10,79.1,0,Wednesday,12,49
2022-12-08,auto_collision,south,142,45.3,0,Thursday,12,49
2022-12-08,auto_liability,west,43,47.2,0,Thursday,12,49
2022-12-08,property_damage,west,47,51.4,0,Thursday,12,49
2022-12-08,weather_event,midwest,9,68.1,0,Thursday,12,49
2022-12-09,auto_collision,northeast,110,43.5,0,Friday,12,49
2022-12-09,auto_liability,midwest,68,59.4,0,Friday,12,49
2022-12-09,property_damage,northeast,39,54.8,0,Friday,12,49
2022-12-09,weather_event,northeast,15,76.6,0,Friday,12,49
2022-12-10,auto_collision,west,35,47.9,0,Saturday,12,49
2022-12-10,auto_liability,west,38,55.2,0,Saturday,12,49
2022-12-10,property_damage,northeast,61,54.4,0,Saturday,12,49
2022-12-10,weather_event,south,27,83.2,0,Saturday,12,49
2022-12-11,auto_collision,midwest,58,46.1,0,Sunday,12,49
2022-12-11,auto_liability,midwest,14,62.6,0,Sunday,12,49
2022-12-11,property_damage,northeast,12,59.3,0,Sunday,12,49
2022-12-11,weather_event,midwest,26,75.5,0,Sunday,12,49
2022-12-12,auto_collision,midwest,91,48.5,0,Monday,12,50
2022-12-12,auto_liability,northeast,165,66.8,0,Monday,12,50
2022-12-12,property_damage,midwest,39,48.8,0,Monday,12,50
2022-12-12,weather_event,northeast,8,62.1,0,Monday,12,50
2022-12-13,auto_collision,west,137,49.8,0,Tuesday,12,50
2022-12-13,auto_liability,midwest,78,49.8,0,Tuesday,12,50
2022-12-13,property_damage,midwest,20,57.5,0,Tuesday,12,50
2022-12-13,weather_event,west,29,84.3,0,Tuesday,12,50
2022-12-14,auto_collision,midwest,34,46.1,0,Wednesday,12,50
2022-12-14,auto_liability,west,135,48.2,0,Wednesday,12,50
2022-12-14,property_damage,midwest,13,58.4,0,Wednesday,12,50
2022-12-14,weather_event,midwest,61,78.5,0,Wednesday,12,50
2022-12-15,auto_collision,midwest,158,43.1,0,Thursday,12,50
2022-12-15,auto_liability,west,23,52.8,0,Thursday,12,50
2022-12-15,property_damage,south,60,54.0,0,Thursday,12,50
2022-12-15,weather_event,west,16,68.4,0,Thursday,12,50
2022-12-16,auto_collision,northeast,123,46.1,0,Friday,12,50
2022-12-16,auto_liability,northeast,46,52.5,0,Friday,12,50
2022-12-16,property_damage,northeast,65,64.1,0,Friday,12,50
2022-12-16,weather_event,midwest,9,75.6,0,Friday,12,50
2022-12-17,auto_collision,west,37,43.3,0,Saturday,12,50
2022-12-17,auto_liability,midwest,50,61.1,0,Saturday,12,50
2022-12-17,property_damage,west,28,55.0,0,Saturday,12,50
2022-12-17,weather_event,midwest,59,78.7,0,Saturday,12,50
2022-12-18,auto_collision,northeast,60,55.1,0,Sunday,12,50
2022-12-18,auto_liability,west,47,52.3,0,Sunday,12,50
2022-12-18,property_damage,midwest,0,49.8,0,Sunday,12,50
2022-12-18,weather_event,west,15,60.4,0,Sunday,12,50
2022-12-19,auto_collision,northeast,140,34.5,0,Monday,12,51
2022-12-19,auto_liability,south,73,59.3,0,Monday,12,51
2022-12-19,property_damage,northeast,15,46.9,0,Monday,12,51
2022-12-19,weather_event,south,21,67.3,0,Monday,12,51
2022-12-20,auto_collision,south,88,37.3,0,Tuesday,12,51
2022-12-20,auto_liability,midwest,76,65.3,0,Tuesday,12,51
2022-12-20,property_damage,west,47,65.3,0,Tuesday,12,51
2022-12-20,weather_event,midwest,16,66.6,0,Tuesday,12,51
2022-12-21,auto_collision,west,48,47.8,0,Wednesday,12,51
2022-12-21,auto_liability,northeast,184,63.1,0,Wednesday,12,51
2022-12-21,property_damage,midwest,29,56.4,0,Wednesday,12,51
2022-12-21,weather_event,west,9,82.9,0,Wednesday,12,51
2022-12-22,auto_collision,northeast,56,35.1,0,Thursday,12,51
2022-12-22,auto_liability,northeast,144,43.3,0,Thursday,12,51
2022-12-22,property_damage,west,18,56.0,0,Thursday,12,51
2022-12-22,weather_event,northeast,5,71.3,0,Thursday,12,51
2022-12-23,auto_collision,west,53,47.4,0,Friday,12,51
2022-12-23,auto_liability,northeast,20,69.4,0,Friday,12,51
2022-12-23,property_damage,south,67,55.3,0,Friday,12,51
2022-12-23,weather_event,midwest,85,76.1,0,Friday,12,51
2022-12-24,auto_collision,west,35,48.3,0,Saturday,12,51
2022-12-24,auto_liability,west,17,66.6,0,Saturday,12,51
2022-12-24,property_damage,northeast,37,60.9,0,Saturday,12,51
2022-12-24,weather_event,south,52,72.5,0,Saturday,12,51
2022-12-25,auto_collision,midwest,20,45.1,0,Sunday,12,51
2022-12-25,auto_liability,south,21,69.6,0,Sunday,12,51
2022-12-25,property_damage,south,7,54.9,0,Sunday,12,51
2022-12-25,weather_event,south,0,82.2,0,Sunday,12,51
2022-12-26,auto_collision,northeast,206,49.5,1,Monday,12,52
2022-12-26,auto_liability,south,127,63.8,1,Monday,12,52
2022-12-26,property_damage,northeast,298,53.0,1,Monday,12,52
2022-12-26,weather_event,west,69,80.1,1,Monday,12,52
2022-12-27,auto_collision,midwest,18,45.7,0,Tuesday,12,52
2022-12-27,auto_liability,west,58,54.1,0,Tuesday,12,52
2022-12-27,property_damage,west,144,53.1,0,Tuesday,12,52
2022-12-27,weather_event,south,18,73.3,0,Tuesday,12,52
2022-12-28,auto_collision,south,87,45.5,0,Wednesday,12,52
2022-12-28,auto_liability,west,85,62.8,0,Wednesday,12,52
2022-12-28,property_damage,midwest,50,63.6,0,Wednesday,12,52
2022-12-28,weather_event,northeast,25,82.6,0,Wednesday,12,52
2022-12-29,auto_collision,south,139,44.7,0,Thursday,12,52
2022-12-29,auto_liability,west,33,64.0,0,Thursday,12,52
2022-12-29,property_damage,northeast,23,60.9,0,Thursday,12,52
2022-12-29,weather_event,south,15,72.1,0,Thursday,12,52
2022-12-30,auto_collision,northeast,101,47.7,0,Friday,12,52
2022-12-30,auto_liability,west,50,62.3,0,Friday,12,52
2022-12-30,property_damage,south,61,56.6,0,Friday,12,52
2022-12-30,weather_event,midwest,60,73.1,0,Friday,12,52
2022-12-31,auto_collision,south,99,52.4,0,Saturday,12,52
2022-12-31,auto_liability,northeast,37,65.9,0,Saturday,12,52
2022-12-31,property_damage,south,41,52.1,0,Saturday,12,52
2022-12-31,weather_event,south,4,73.3,0,Saturday,12,52
2023-01-01,auto_collision,northeast,12,46.6,0,Sunday,1,52
2023-01-01,auto_liability,midwest,19,60.2,0,Sunday,1,52
2023-01-01,property_damage,west,17,59.4,0,Sunday,1,52
2023-01-01,weather_event,midwest,0,80.7,0,Sunday,1,52
2023-01-02,auto_collision,midwest,109,43.8,0,Monday,1,1
2023-01-02,auto_liability,west,97,68.4,0,Monday,1,1
2023-01-02,property_damage,midwest,47,55.6,0,Monday,1,1
2023-01-02,weather_event,south,16,87.0,0,Monday,1,1
2023-01-03,auto_collision,west,19,43.8,0,Tuesday,1,1
2023-01-03,auto_liability,west,83,65.1,0,Tuesday,1,1
2023-01-03,property_damage,midwest,97,56.9,0,Tuesday,1,1
2023-01-03,weather_event,west,30,85.4,0,Tuesday,1,1
2023-01-04,auto_collision,west,109,40.4,0,Wednesday,1,1
2023-01-04,auto_liability,midwest,52,56.8,0,Wednesday,1,1
2023-01-04,property_damage,northeast,61,54.3,0,Wednesday,1,1
2023-01-04,weather_event,northeast,24,87.5,0,Wednesday,1,1
2023-01-05,auto_collision,south,40,36.6,0,Thursday,1,1
2023-01-05,auto_liability,midwest,60,62.2,0,Thursday,1,1
2023-01-05,property_damage,west,48,64.6,0,Thursday,1,1
2023-01-05,weather_event,west,86,87.8,0,Thursday,1,1
2023-01-06,auto_collision,northeast,109,45.3,0,Friday,1,1
2023-01-06,auto_liability,northeast,37,59.0,0,Friday,1,1
2023-01-06,property_damage,northeast,36,51.6,0,Friday,1,1
2023-01-06,weather_event,west,75,81.7,0,Friday,1,1
2023-01-07,auto_collision,northeast,69,48.7,0,Saturday,1,1
2023-01-07,auto_liability,midwest,62,66.1,0,Saturday,1,1
2023-01-07,property_damage,south,33,61.4,0,Saturday,1,1
2023-01-07,weather_event,south,10,80.6,0,Saturday,1,1
2023-01-08,auto_collision,west,58,36.5,0,Sunday,1,1
2023-01-08,auto_liability,west,53,53.4,0,Sunday,1,1
2023-01-08,property_damage,midwest,14,53.0,0,Sunday,1,1
2023-01-08,weather_event,south,0,74.6,0,Sunday,1,1
2023-01-09,auto_collision,northeast,23,44.6,0,Monday,1,2
2023-01-09,auto_liability,midwest,51,62.3,0,Monday,1,2
2023-01-09,property_damage,northeast,192,59.5,0,Monday,1,2
2023-01-09,weather_event,west,13,66.5,0,Monday,1,2
2023-01-10,auto_collision,northeast,78,45.4,0,Tuesday,1,2
2023-01-10,auto_liability,midwest,119,43.9,0,Tuesday,1,2
2023-01-10,property_damage,midwest,21,42.5,0,Tuesday,1,2
2023-01-10,weather_event,west,50,66.5,0,Tuesday,1,2
2023-01-11,auto_collision,northeast,96,46.4,0,Wednesday,1,2
2023-01-11,auto_liability,west,56,54.7,0,Wednesday,1,2
2023-01-11,property_damage,west,50,58.8,0,Wednesday,1,2
2023-01-11,weather_event,west,41,79.4,0,Wednesday,1,2
2023-01-12,auto_collision,south,146,49.7,0,Thursday,1,2
2023-01-12,auto_liability,northeast,46,67.6,0,Thursday,1,2
2023-01-12,property_damage,northeast,41,65.0,0,Thursday,1,2
2023-01-12,weather_event,midwest,2,83.0,0,Thursday,1,2
2023-01-13,auto_collision,west,121,48.9,0,Friday,1,2
2023-01-13,auto_liability,northeast,81,58.8,0,Friday,1,2
2023-01-13,property_damage,west,32,60.0,0,Friday,1,2
2023-01-13,weather_event,northeast,16,71.0,0,Friday,1,2
2023-01-14,auto_collision,south,36,53.5,0,Saturday,1,2
2023-01-14,auto_liability,midwest,89,58.7,0,Saturday,1,2
2023-01-14,property_damage,west,21,49.6,0,Saturday,1,2
2023-01-14,weather_event,northeast,21,69.7,0,Saturday,1,2
2023-01-15,auto_collision,west,29,50.2,0,Sunday,1,2
2023-01-15,auto_liability,midwest,27,62.0,0,Sunday,1,2
2023-01-15,property_damage,south,36,52.5,0,Sunday,1,2
2023-01-15,weather_event,west,22,83.4,0,Sunday,1,2
2023-01-16,auto_collision,midwest,160,45.8,0,Monday,1,3
2023-01-16,auto_liability,west,96,69.6,0,Monday,1,3
2023-01-16,property_damage,midwest,4,52.4,0,Monday,1,3
2023-01-16,weather_event,midwest,18,78.7,0,Monday,1,3
2023-01-17,auto_collision,northeast,76,41.7,0,Tuesday,1,3
2023-01-17,auto_liability,west,45,54.9,0,Tuesday,1,3
2023-01-17,property_damage,west,133,50.0,0,Tuesday,1,3
2023-01-17,weather_event,northeast,12,73.7,0,Tuesday,1,3
2023-01-18,auto_collision,west,169,40.0,0,Wednesday,1,3
2023-01-18,auto_liability,midwest,41,50.9,0,Wednesday,1,3
